profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,n_attacked_opinion_leaves,mean_adversarial_effectivity,profile_cont_chronological_age,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other
profile_0226,413.6875,446.9375,33.25,46.25,413.6875,0.7275,0.7375,0.8250000000000001,0.7562500000000001,0.75625,16,-19.625,39.0,30.598,30.722,29.929,42.247,34.256,21.468,31.537,12.248,0.0,9.888,5.385,17.228,21.664,11.069,79.566,82.561,86.935,88.844,90.619,85.246,85.629,44.765,49.113,43.24,41.324,32.779,30.629,40.308,43.749,38.023,58.458,41.733,34.223,46.697,43.814,0.5549,0.4451,0.0,1.0,0.0
profile_0241,174.1875,196.0625,21.875,31.875,174.1875,0.715,0.7124999999999999,0.8125,0.7875000000000001,0.725,16,-0.25,27.0,20.768,2.907,18.702,8.506,23.834,21.91,16.104,8.122,12.483,12.303,12.028,9.964,5.055,9.993,49.593,35.275,23.059,32.304,35.548,20.659,32.74,44.759,36.078,68.023,34.237,62.087,46.939,48.687,56.232,60.594,54.716,58.381,60.276,54.303,57.417,0.5817,0.4183,0.0,1.0,0.0
profile_0252,331.875,340.9375,9.0625,37.0625,331.875,0.721875,0.71875,0.8187500000000001,0.725,0.78125,16,-5.1875,59.0,70.741,62.179,64.627,61.504,61.618,50.454,61.854,23.027,23.046,16.964,32.352,18.834,14.317,21.423,3.764,22.819,14.552,14.835,9.918,17.66,13.925,25.398,21.252,13.63,26.504,33.448,28.36,24.765,18.375,23.743,17.307,16.676,17.581,30.958,20.773,0.4821,0.5179,0.0,1.0,0.0
profile_0257,408.0625,429.125,21.0625,46.1875,408.0625,0.7239583333333334,0.71875,0.8187500000000001,0.796875,0.775,16,-21.9375,45.0,15.085,20.959,20.313,35.431,13.532,28.939,22.377,56.947,57.251,44.493,62.527,39.126,63.706,54.008,35.618,21.327,35.698,36.405,28.688,48.772,34.418,32.182,45.005,50.877,37.979,46.776,29.291,40.352,78.289,83.291,78.121,83.092,80.127,79.449,80.395,0.4112,0.5888,0.0,1.0,0.0
profile_0259,586.8125,626.8125,40.0,45.375,586.8125,0.7460416666666667,0.74375,0.84375,0.8093750000000001,0.803125,16,-17.5,60.0,68.803,68.94,60.585,72.421,81.714,57.428,68.315,95.97,97.768,83.967,100.0,86.596,99.472,93.962,65.45,71.379,58.48,67.157,74.719,84.133,70.22,66.363,75.442,59.724,65.209,63.064,56.455,64.376,37.596,33.099,30.004,33.751,45.716,39.603,36.628,0.4632,0.5368,0.0,1.0,0.0
profile_0264,334.0625,350.5625,16.5,47.5,334.0625,0.715,0.7125,0.8125,0.65,0.65625,16,-6.25,53.0,49.816,55.134,45.475,38.987,52.684,51.672,48.961,91.576,87.593,91.999,95.21,92.862,90.18,91.57,13.772,19.573,16.386,18.584,15.957,14.41,16.447,85.518,83.708,90.981,86.798,73.851,100.0,86.809,5.636,3.573,24.308,18.127,14.54,0.0,11.031,0.5957,0.4043,1.0,0.0,0.0
profile_0274,446.3125,476.9375,30.625,46.875,446.3125,0.7272916666666667,0.725,0.8250000000000001,0.7312500000000001,0.728125,16,-18.875,41.0,88.031,74.128,94.213,100.0,93.537,100.0,91.652,49.502,30.621,39.879,59.044,49.219,43.283,45.258,65.105,65.682,47.796,45.728,56.831,69.009,58.359,6.311,33.966,16.185,8.459,29.211,13.674,17.968,39.506,46.7,40.882,49.035,27.252,46.166,41.59,0.3711,0.6289,0.0,1.0,0.0
profile_0279,594.4375,620.25,25.8125,38.0625,594.4375,0.6954166666666667,0.68125,0.78125,0.7937500000000001,0.75625,16,-7.9375,46.0,48.892,52.663,57.769,49.422,52.089,50.916,51.959,96.632,99.678,89.288,86.891,79.009,89.989,90.248,80.897,76.206,68.672,80.251,93.325,85.627,80.83,11.994,5.362,26.341,14.159,19.675,29.628,17.86,72.031,65.697,79.988,55.861,78.918,74.68,71.196,0.2286,0.7714,1.0,0.0,0.0
profile_0285,180.75,203.0625,22.3125,40.0625,180.75,0.715,0.7125,0.8,0.6875,0.65,16,-13.5625,43.0,100.0,100.0,100.0,100.0,100.0,95.437,99.24,20.723,2.951,28.776,10.156,18.017,19.286,16.651,35.692,17.759,32.202,36.744,39.849,21.653,30.65,65.859,76.593,52.987,62.67,70.037,50.139,63.048,54.962,40.354,42.052,47.902,44.665,31.851,43.631,0.6435,0.3565,0.0,0.0,1.0
profile_0286,595.125,612.875,17.75,47.5,595.125,0.7035416666666666,0.68125,0.78125,0.7937500000000001,0.821875,16,-26.5,53.0,11.017,12.836,15.678,23.143,33.771,25.811,20.376,47.099,42.067,38.611,42.123,43.888,44.502,43.048,73.705,83.24,83.641,64.568,65.474,75.18,74.301,25.819,21.638,16.352,24.308,16.177,15.599,19.982,85.416,87.274,92.182,100.0,100.0,100.0,94.145,0.3332,0.6668,0.0,1.0,0.0
profile_0298,424.1875,471.125,46.9375,48.6875,424.1875,0.7191666666666666,0.7125,0.8125,0.7937500000000001,0.8,16,-24.8125,54.0,46.406,39.534,41.736,30.18,36.317,48.056,40.372,81.465,75.64,83.186,64.077,78.549,97.108,80.004,39.76,45.482,27.676,19.798,7.196,35.949,29.31,45.748,35.943,48.164,46.531,40.408,26.868,40.61,65.735,62.546,69.49,63.672,74.481,69.672,67.599,0.3601,0.6399,0.0,0.0,1.0
profile_0301,224.375,258.5,34.125,42.75,224.375,0.7177083333333333,0.7125,0.8125,0.69375,0.65,16,-3.375,59.0,66.915,54.69,61.71,59.555,56.558,53.875,58.884,20.915,23.698,23.352,16.774,23.948,6.379,19.178,52.066,33.854,40.213,35.349,37.41,31.832,38.454,64.353,75.082,64.618,76.86,67.877,61.664,68.409,100.0,100.0,76.924,67.554,90.771,90.514,87.627,0.6173,0.3827,1.0,0.0,0.0
profile_0302,298.0625,330.5,32.4375,54.3125,298.0625,0.6858333333333333,0.675,0.7625000000000001,0.63125,0.60625,16,-18.9375,56.0,75.483,65.551,63.906,64.934,43.381,75.26,64.752,27.929,10.237,35.611,0.0,20.696,8.952,17.237,80.389,73.838,62.248,77.151,85.187,63.402,73.703,82.934,70.72,66.056,71.063,88.477,70.31,74.927,38.92,37.111,38.402,30.414,44.354,24.432,35.605,0.7035,0.2965,1.0,0.0,0.0
profile_0305,151.125,168.3125,17.1875,35.5625,157.0,0.710625,0.7062499999999999,0.7937500000000001,0.78125,0.75,16,-7.6875,46.0,49.553,55.269,43.014,35.329,30.448,49.661,43.879,9.832,35.3,14.037,23.71,12.116,10.727,17.62,0.0,21.187,11.342,0.0,16.478,27.242,12.708,80.033,97.311,100.0,100.0,92.903,84.015,92.377,59.536,58.658,54.025,63.89,68.785,71.336,62.705,0.7539,0.2461,1.0,0.0,0.0
profile_0324,331.5,357.5,26.0,44.125,331.5,0.7147916666666667,0.7062499999999999,0.7937500000000001,0.7625000000000001,0.75,16,-11.375,29.0,87.917,78.607,78.452,73.646,84.671,85.499,81.465,62.881,66.124,47.623,58.887,29.906,43.306,51.455,31.451,27.025,26.779,34.02,18.047,43.669,30.165,36.583,59.482,35.26,43.226,27.346,28.586,38.414,66.111,60.993,45.22,65.121,43.561,55.708,56.119,0.4331,0.5669,0.0,1.0,0.0
profile_0327,513.375,558.75,45.375,50.75,513.375,0.7120833333333333,0.7062499999999999,0.80625,0.80625,0.81875,16,-25.875,44.0,12.209,0.0,0.0,7.812,8.595,22.044,8.443,62.271,59.503,64.703,70.583,57.063,67.464,63.598,71.9,83.245,88.316,89.64,62.788,88.858,80.791,31.981,21.884,20.716,40.153,38.354,35.865,31.492,50.951,53.359,53.679,54.059,34.427,49.127,49.267,0.3785,0.6215,1.0,0.0,0.0
profile_0329,411.8125,459.5625,47.75,53.125,411.8125,0.7127083333333333,0.7062499999999999,0.80625,0.7312500000000001,0.70625,16,-30.875,61.0,86.278,88.926,90.481,83.665,76.055,100.0,87.567,57.591,61.492,62.936,52.437,42.579,63.029,56.677,58.799,47.99,45.828,58.143,58.387,51.661,53.468,69.88,97.108,54.217,73.425,87.89,64.962,74.58,74.981,73.575,75.743,67.91,72.391,88.775,75.562,0.5634,0.4366,0.0,1.0,0.0
profile_0331,268.625,291.5625,22.9375,44.9375,268.625,0.7147916666666666,0.7062499999999999,0.80625,0.6625,0.66875,16,-17.0625,37.0,56.388,44.036,62.622,79.933,55.972,48.978,57.988,32.367,33.714,16.859,25.281,22.74,23.412,25.729,32.608,15.174,27.282,44.033,28.661,25.826,28.931,35.72,26.252,31.317,24.423,41.598,37.061,32.729,56.513,72.853,55.822,84.465,67.297,48.518,64.244,0.4637,0.5363,0.0,1.0,0.0
profile_0343,233.4375,247.25,13.8125,36.8125,233.4375,0.6933333333333334,0.6749999999999999,0.775,0.69375,0.68125,16,12.1875,57.0,84.42,82.293,73.56,73.562,77.806,68.251,76.649,0.298,0.0,10.279,18.361,1.086,5.946,5.995,33.497,28.398,26.447,31.351,45.292,34.198,33.197,88.517,90.571,99.481,82.945,84.907,97.79,90.702,73.628,67.486,47.271,67.579,82.321,76.476,69.127,0.769,0.231,0.0,0.0,1.0
profile_0347,510.8125,548.8125,38.0,38.0,510.8125,0.735625,0.73125,0.83125,0.7625000000000001,0.78125,16,-18.5,28.0,44.575,27.308,36.671,36.999,40.507,28.743,35.801,73.115,79.093,58.648,69.958,61.614,83.438,70.978,76.303,100.0,93.719,70.23,83.412,82.614,84.38,55.681,39.449,35.31,37.233,31.746,51.543,41.827,88.532,94.481,95.644,86.173,89.021,99.968,92.303,0.3635,0.6365,0.0,0.0,1.0
profile_0349,379.125,396.9375,17.8125,45.8125,379.125,0.6995833333333333,0.6875,0.7875000000000001,0.7937500000000001,0.74375,16,-4.3125,34.0,16.626,7.139,20.714,12.011,21.132,22.405,16.671,26.38,18.76,2.695,7.462,18.839,9.824,13.993,24.025,21.689,37.996,28.022,14.312,23.9,24.991,0.0,23.238,9.318,0.0,0.0,6.847,6.567,97.989,86.864,91.329,86.253,95.553,89.785,91.296,0.3483,0.6517,0.0,1.0,0.0
profile_0354,208.625,216.4375,7.8125,33.6875,208.625,0.6995833333333333,0.6812499999999999,0.78125,0.78125,0.75625,16,-8.3125,39.0,38.265,23.115,14.03,33.038,27.424,40.747,29.436,61.729,60.346,49.635,66.996,43.489,64.98,57.862,51.579,61.726,37.377,41.354,41.112,28.564,43.619,67.56,72.343,68.766,81.058,62.622,81.582,72.322,57.266,88.813,91.28,57.189,49.045,53.956,66.258,0.5595,0.4405,0.0,0.0,1.0
profile_0356,554.8125,592.875,38.0625,47.1875,554.8125,0.7216666666666667,0.7125,0.8125,0.8031250000000001,0.8625,16,-27.0625,48.0,27.554,32.914,43.485,30.589,49.806,15.043,33.232,67.065,79.379,82.16,87.913,50.472,83.534,75.087,31.352,19.375,32.175,31.164,20.955,23.405,26.405,26.322,24.003,22.953,34.431,15.919,15.314,23.157,40.886,47.327,45.792,44.562,25.264,31.351,39.197,0.3223,0.6777,0.0,1.0,0.0
profile_0380,528.25,562.9375,34.6875,41.9375,528.25,0.72125,0.71875,0.80625,0.7718750000000001,0.8125,16,-17.0625,37.0,65.106,73.487,63.061,56.449,60.252,66.41,64.127,89.169,100.0,76.311,67.914,93.469,80.288,84.525,73.826,50.967,60.533,57.952,39.254,42.081,54.102,9.004,8.208,12.349,24.185,15.843,14.77,14.06,81.677,67.504,59.829,61.744,54.219,53.358,63.055,0.2339,0.7661,0.0,1.0,0.0
profile_0385,283.5625,332.125,48.5625,48.5625,283.5625,0.7197916666666666,0.7125,0.8125,0.78125,0.75625,16,-24.6875,52.0,84.374,90.795,89.782,83.035,92.968,100.0,90.159,76.397,70.466,60.59,66.713,49.961,57.379,63.584,45.754,38.98,39.953,39.439,43.459,28.053,39.273,74.584,59.83,64.905,55.439,59.687,48.315,60.46,18.681,18.997,13.251,23.488,16.195,11.172,16.964,0.5411,0.4589,0.0,0.0,1.0
profile_0396,219.0625,258.25,39.1875,50.6875,219.0625,0.7308333333333333,0.73125,0.83125,0.73125,0.6437499999999999,16,-3.8125,46.0,68.629,66.708,78.07,69.215,79.495,76.253,73.062,47.965,23.578,48.2,63.09,54.418,65.009,50.377,11.358,3.097,13.49,24.884,2.031,12.093,11.159,77.597,81.164,100.0,72.609,79.055,88.679,83.184,52.707,64.621,52.024,71.612,54.368,54.125,58.243,0.6351,0.3649,0.0,0.0,1.0
profile_0399,439.3125,476.6875,37.375,54.875,439.3125,0.6954166666666667,0.6812499999999999,0.78125,0.7625000000000001,0.725,16,-27.75,27.0,58.075,66.017,60.22,57.683,64.397,60.399,61.132,70.565,55.965,67.157,69.905,66.361,59.001,64.826,54.671,58.657,56.355,60.087,61.659,55.48,57.818,47.433,44.916,51.335,40.23,50.617,43.385,46.319,81.827,70.42,59.177,60.211,55.168,67.055,65.643,0.4257,0.5743,0.0,1.0,0.0
profile_0400,235.0625,262.125,27.0625,36.1875,235.0625,0.7177083333333333,0.71875,0.80625,0.725,0.7375,16,-11.3125,57.0,19.906,11.777,13.112,26.333,36.97,23.032,21.855,39.428,27.404,21.418,32.085,50.275,35.351,34.327,73.724,78.831,71.133,81.879,85.659,70.624,76.975,89.793,94.205,93.767,87.475,71.016,81.105,86.227,20.321,22.42,29.448,25.056,19.427,24.824,23.582,0.7236,0.2764,0.0,0.0,1.0
profile_0408,513.5625,550.9375,37.375,41.875,513.5625,0.74125,0.75,0.8500000000000001,0.74375,0.765625,16,-19.875,46.0,100.0,62.69,74.713,79.888,85.016,82.877,80.864,85.332,81.907,91.887,91.556,94.797,79.261,87.457,54.404,58.234,46.605,54.847,44.257,72.708,55.176,9.255,27.422,16.764,30.603,21.394,11.466,19.484,91.46,93.882,90.837,88.225,82.047,96.31,90.46,0.2236,0.7764,1.0,0.0,0.0
profile_0420,106.375,119.375,13.0,34.75,106.375,0.7010416666666667,0.7,0.775,0.6,0.59375,16,-5.875,30.0,24.502,42.244,48.716,36.43,28.521,33.144,35.593,40.792,10.958,25.73,48.562,42.504,25.65,32.366,71.162,59.351,44.523,32.798,63.977,44.175,52.664,78.455,70.741,85.225,87.855,59.42,60.225,73.654,34.034,40.634,29.515,33.199,40.239,32.948,35.095,0.6604,0.3396,0.0,0.0,1.0
profile_0424,333.3125,355.25,21.9375,44.9375,333.3125,0.7114583333333333,0.7062499999999999,0.80625,0.76875,0.725,16,-7.9375,41.0,70.618,80.174,72.96,62.861,50.97,57.689,65.879,0.28,15.633,0.0,12.893,12.137,11.691,8.772,65.24,33.203,84.87,52.765,39.038,47.641,53.793,38.099,53.167,43.813,36.96,51.012,37.745,43.466,65.535,54.87,50.19,62.12,48.162,65.281,57.693,0.561,0.439,1.0,0.0,0.0
profile_0427,330.5625,366.6875,36.125,39.0,330.5625,0.6954166666666667,0.6875,0.775,0.75,0.7375,16,-22.25,82.0,32.37,30.587,42.085,27.795,22.523,34.234,31.599,30.157,26.247,14.726,21.745,35.562,24.664,25.517,7.435,24.052,6.241,16.519,20.441,4.127,13.136,14.804,18.734,13.883,15.631,4.24,7.748,12.507,0.913,5.117,1.227,19.829,4.553,7.721,6.56,0.4309,0.5691,0.0,0.0,1.0
profile_0429,389.25,422.4375,33.1875,43.0625,389.25,0.7189583333333334,0.725,0.8,0.7625000000000001,0.74375,16,-23.4375,69.0,76.001,91.057,94.745,91.213,100.0,100.0,92.169,41.185,54.616,40.834,45.807,51.041,31.81,44.215,31.733,21.582,32.791,32.125,35.735,17.792,28.626,88.446,71.242,52.748,68.517,64.765,70.885,69.434,93.554,100.0,93.104,87.876,100.0,91.416,94.325,0.5526,0.4474,0.0,1.0,0.0
profile_0433,280.4375,320.4375,40.0,42.75,280.4375,0.7260416666666667,0.73125,0.8187500000000001,0.7125,0.6875,16,-16.625,39.0,12.565,12.004,15.602,0.0,18.851,8.244,11.211,25.505,36.61,21.2,40.924,47.816,36.763,34.803,11.341,19.864,12.778,7.396,10.456,10.211,12.008,28.84,58.589,58.173,36.864,30.288,33.107,40.977,6.414,20.069,13.564,8.391,12.69,17.223,13.058,0.5293,0.4707,0.0,1.0,0.0
profile_0437,373.75,406.75,33.0,45.75,373.75,0.7266666666666667,0.73125,0.81875,0.68125,0.721875,16,-8.125,32.0,86.926,81.049,94.881,80.756,92.45,75.57,85.272,28.346,13.245,20.379,25.935,27.505,41.208,26.103,98.903,85.466,89.422,71.784,82.995,65.446,82.336,79.678,82.305,66.136,61.303,71.276,69.737,71.739,83.691,56.684,80.875,66.865,83.762,69.994,73.645,0.6289,0.3711,1.0,0.0,0.0
profile_0438,283.25,299.875,16.625,43.75,283.25,0.7072916666666667,0.69375,0.7937500000000001,0.7250000000000001,0.69375,16,5.125,39.0,11.64,22.878,30.61,0.0,28.319,16.685,18.355,35.82,30.038,38.887,30.675,29.578,33.041,33.006,4.793,11.622,0.0,9.01,9.363,3.157,6.324,0.0,8.483,6.292,0.0,5.318,17.728,6.303,61.068,74.925,69.083,69.053,65.622,64.982,67.455,0.3234,0.6766,1.0,0.0,0.0
profile_0439,575.8125,600.0625,24.25,40.375,575.8125,0.7052083333333333,0.69375,0.7937500000000001,0.7875000000000001,0.7625,16,-11.5,50.0,71.57,72.782,74.512,86.612,76.268,84.897,77.774,51.904,54.809,65.48,61.106,50.58,73.542,59.57,91.932,86.874,92.286,98.981,83.943,100.0,92.336,17.303,17.449,17.741,19.063,17.298,2.455,15.218,28.87,27.64,43.077,31.314,40.369,44.149,35.903,0.3287,0.6713,0.0,1.0,0.0
profile_0440,300.5,348.75,48.25,48.25,300.5,0.7233333333333334,0.73125,0.8187500000000001,0.8,0.7875,16,-20.375,31.0,46.103,44.713,51.615,42.781,51.859,45.013,47.014,59.409,65.488,51.304,54.719,64.645,73.726,61.548,14.205,22.891,24.321,18.0,22.114,11.997,18.921,7.444,2.089,2.069,9.28,8.878,9.969,6.621,50.495,50.914,46.229,74.092,65.616,65.056,58.734,0.2622,0.7378,1.0,0.0,0.0
profile_0443,223.5,263.1875,39.6875,39.6875,223.5,0.7202083333333333,0.728125,0.8125,0.6375000000000001,0.6,16,-21.1875,62.0,46.361,53.149,46.672,53.155,46.343,56.839,50.42,10.946,24.835,12.217,19.033,26.28,19.978,18.881,47.441,51.73,56.012,60.589,46.16,38.772,50.117,39.962,47.98,74.919,55.584,65.414,46.579,55.073,33.844,19.467,18.889,35.324,36.098,27.215,28.473,0.6172,0.3828,1.0,0.0,0.0
profile_0444,133.25,163.0,29.75,38.5,133.25,0.7066666666666667,0.7062499999999999,0.7937500000000001,0.6687500000000001,0.615625,16,-14.125,18.0,49.031,55.187,65.067,52.054,52.85,68.007,57.033,79.232,81.838,73.834,66.353,68.288,63.391,72.156,13.743,11.557,16.145,12.915,15.725,0.0,11.681,57.201,42.136,62.484,46.769,42.526,45.381,49.416,85.237,96.769,84.076,85.071,82.697,85.214,86.511,0.4005,0.5995,1.0,0.0,0.0
profile_0453,349.75,379.8125,30.0625,46.4375,349.75,0.7233333333333334,0.725,0.8250000000000001,0.75625,0.7625,16,-7.3125,31.0,70.597,53.839,61.579,70.846,70.538,61.776,64.863,46.452,39.012,47.644,51.56,59.725,56.639,50.172,32.964,44.469,33.13,38.022,15.688,26.707,31.83,18.241,0.0,17.845,19.176,20.726,33.744,18.289,100.0,100.0,85.677,78.655,90.579,100.0,92.485,0.3094,0.6906,0.0,1.0,0.0
profile_0454,243.0625,274.0,30.9375,45.0625,243.0625,0.7197916666666666,0.7125,0.8125,0.65,0.66875,16,-8.4375,62.0,38.399,27.445,19.238,5.857,13.519,18.545,20.501,8.954,14.235,5.654,13.041,12.331,8.46,10.446,38.725,41.971,26.826,54.312,45.717,28.354,39.318,55.676,39.583,61.207,52.806,37.938,42.982,48.366,22.071,30.036,36.934,8.848,17.301,0.0,19.198,0.6173,0.3827,0.0,1.0,0.0
profile_0458,415.25,452.875,37.625,43.0,415.25,0.685625,0.66875,0.74375,0.70625,0.7125,16,-13.375,38.0,38.022,34.478,40.906,41.149,56.555,66.41,46.253,21.681,13.208,20.923,17.186,19.009,25.254,19.543,72.628,89.971,76.352,86.999,76.464,77.139,79.926,34.125,40.668,37.641,34.73,26.777,11.192,30.855,98.957,92.707,75.346,78.315,87.447,94.368,87.857,0.4471,0.5529,0.0,0.0,1.0
profile_0459,200.5,218.625,18.125,38.5,200.5,0.7066666666666667,0.7062499999999999,0.7937500000000001,0.6875,0.6625,16,-7.375,33.0,53.254,45.55,61.372,56.332,50.761,73.437,56.784,34.16,36.174,31.176,20.765,28.675,28.017,29.828,0.0,4.363,16.21,0.0,6.043,12.605,6.537,41.768,42.383,40.054,27.424,23.689,38.022,35.557,96.239,93.294,100.0,98.343,86.591,78.876,92.224,0.4382,0.5618,0.0,0.0,1.0
profile_0468,398.625,427.8125,29.1875,44.5625,398.625,0.7177083333333333,0.7124999999999999,0.8125,0.74375,0.709375,16,-17.9375,31.0,64.194,75.041,64.531,67.659,54.967,61.803,64.699,30.334,52.879,49.42,41.383,63.29,43.997,46.884,86.154,85.923,88.763,82.799,100.0,100.0,90.607,43.203,52.264,58.181,51.125,56.202,48.03,51.501,65.25,79.536,79.297,70.51,79.411,77.4,75.234,0.4843,0.5157,0.0,0.0,1.0
profile_0471,232.0625,255.6875,23.625,39.75,232.0625,0.6939583333333333,0.6812499999999999,0.76875,0.7625000000000001,0.7125,16,-9.75,40.0,13.99,5.293,13.073,4.173,0.0,8.19,7.453,50.189,28.134,45.209,35.315,44.391,52.795,42.672,64.089,47.896,50.436,51.299,66.548,59.726,56.666,76.109,82.351,64.366,84.813,74.761,65.069,74.578,73.664,54.876,55.131,55.626,54.578,50.338,57.369,0.6166,0.3834,1.0,0.0,0.0
profile_0479,447.5,477.375,29.875,45.125,447.5,0.7208333333333333,0.7125,0.8,0.76875,0.79375,16,-21.0,41.0,10.737,36.311,33.172,11.173,18.628,39.62,24.94,81.822,95.966,96.544,92.272,86.502,88.53,90.273,33.787,26.878,36.809,29.042,14.441,11.466,25.404,52.84,41.584,55.47,51.52,54.962,71.401,54.63,6.947,26.694,6.404,16.613,14.198,18.613,14.912,0.4502,0.5498,0.0,1.0,0.0
profile_0489,166.0625,202.0625,36.0,38.5,166.0625,0.6927083333333334,0.675,0.775,0.71875,0.678125,16,-20.75,23.0,40.012,18.413,31.078,34.391,23.339,32.722,29.993,89.375,61.405,63.42,67.386,84.937,63.153,71.613,10.136,0.0,15.215,16.211,2.838,13.605,9.668,45.79,35.421,58.229,40.05,41.671,43.35,44.085,47.726,39.874,44.809,40.62,40.895,52.326,44.375,0.42,0.58,1.0,0.0,0.0
profile_0491,350.9375,375.25,24.3125,48.6875,350.9375,0.711875,0.7,0.8,0.74375,0.7,16,-13.3125,37.0,14.781,4.206,17.117,4.225,5.757,13.433,9.92,31.58,28.994,46.044,30.278,34.687,36.464,34.674,56.704,56.191,32.742,47.363,40.185,62.443,49.271,4.008,27.611,14.625,15.966,7.539,1.725,11.912,55.759,63.434,65.984,52.188,58.247,65.398,60.168,0.3518,0.6482,1.0,0.0,0.0
profile_0496,531.125,572.8125,41.6875,47.0625,531.125,0.7266666666666667,0.73125,0.80625,0.7375,0.74375,16,-16.5625,37.0,50.361,46.017,65.026,64.949,67.691,57.892,58.656,30.36,27.293,32.231,33.177,33.063,29.376,30.917,88.21,95.244,100.0,92.575,100.0,100.0,96.005,21.254,19.575,26.849,31.713,33.255,58.313,31.826,55.377,51.157,56.521,42.383,52.414,44.096,50.325,0.4606,0.5394,0.0,1.0,0.0
