profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,n_attacked_opinion_leaves,mean_adversarial_effectivity,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,abs_delta_indicator__alliance_commitment_support,abs_delta_indicator__civil_defense_preparedness_support,abs_delta_indicator__domestic_security_powers_expansion_support,abs_delta_indicator__strategic_autonomy_support,signed_delta_indicator__alliance_commitment_support,signed_delta_indicator__civil_defense_preparedness_support,signed_delta_indicator__domestic_security_powers_expansion_support,signed_delta_indicator__strategic_autonomy_support,adversarial_delta_indicator__alliance_commitment_support,adversarial_delta_indicator__civil_defense_preparedness_support,adversarial_delta_indicator__domestic_security_powers_expansion_support,adversarial_delta_indicator__strategic_autonomy_support,mean_baseline_abs_score_z,mean_exposure_quality_score_z,mean_abs_delta_score_z,mean_signed_delta_score_z,mean_adversarial_effectivity_z,abs_delta_indicator__alliance_commitment_support_z,abs_delta_indicator__civil_defense_preparedness_support_z,abs_delta_indicator__domestic_security_powers_expansion_support_z,abs_delta_indicator__strategic_autonomy_support_z,adversarial_delta_indicator__alliance_commitment_support_z,adversarial_delta_indicator__civil_defense_preparedness_support_z,adversarial_delta_indicator__domestic_security_powers_expansion_support_z,adversarial_delta_indicator__strategic_autonomy_support_z,profile_cont_age_years_z,profile_cont_big_five_neuroticism_mean_pct_z,profile_cont_big_five_openness_to_experience_mean_pct_z,profile_cont_big_five_conscientiousness_mean_pct_z,profile_cont_big_five_extraversion_mean_pct_z,profile_cont_big_five_agreeableness_mean_pct_z
profile_0186,204.5,225.75,21.25,41.75,204.5,0.7066666666666667,0.7,0.8,0.575,0.55,4,-3.75,18.0,88.346,85.251,91.904,90.77,98.06,80.587,89.153,62.825,45.723,45.693,51.99,38.446,52.128,49.468,81.035,71.918,46.582,90.735,74.278,85.188,74.956,64.842,67.868,78.157,84.532,65.763,74.086,72.541,35.458,37.121,29.836,19.037,25.652,27.907,29.169,0.6786,0.3214,0.0,1.0,0.0,41.0,35.0,56.0,35.0,-41.0,35.0,56.0,35.0,41.0,-35.0,-56.0,35.0,-1.1906470145158674,-0.4608646099224435,-0.1757194504136779,-0.0815835525334726,0.2907873096956712,0.1353828559702894,-0.706254844923524,0.6376183631288417,-0.549912011607381,0.8866124195766888,-0.263569614914875,-0.6376183631288417,0.1674872029782314,-1.5008368528001559,0.9209415082802617,-0.7332556166514944,-0.10670683216129058,0.9446003521640822,1.6404907056092175
profile_0191,555.0,575.25,20.25,50.25,555.0,0.7233333333333334,0.725,0.8250000000000001,0.7,0.75,4,-2.75,65.0,11.671,2.474,17.767,2.996,16.196,17.964,11.511,84.585,82.525,100.0,93.473,95.133,93.133,91.475,80.966,65.665,74.011,71.261,78.574,73.002,73.913,82.307,88.998,65.678,77.141,87.352,92.953,82.405,13.459,15.196,0.774,14.157,11.076,25.907,13.428,0.5162,0.4838,0.0,1.0,0.0,35.0,60.0,71.0,35.0,35.0,-60.0,71.0,35.0,-35.0,60.0,-71.0,35.0,1.2127957164301488,0.3933793380338894,0.7548820003752725,-0.1320996841331461,0.3525912012356652,-0.260859649308607,0.7541563315105616,1.400319754431284,-0.549912011607381,-0.9409586107414114,1.878356254795401,-1.400319754431284,0.1674872029782314,1.4468995484370915,1.3102496606594805,-1.3262142335672102,1.5345310066084978,0.9059648910448218,-1.4485606804857907
profile_0193,603.75,616.25,12.5,38.0,603.75,0.6925,0.675,0.75,0.8500000000000001,0.8,4,6.5,39.0,28.238,26.544,31.566,38.629,23.038,18.746,27.793,100.0,100.0,89.762,90.119,100.0,100.0,96.647,80.278,90.518,85.799,83.938,83.081,83.806,84.57,65.882,69.206,63.11,66.645,77.978,72.294,69.186,69.755,82.591,82.72,91.38,85.963,66.957,79.894,0.4423,0.5577,0.0,1.0,0.0,36.0,51.0,27.0,38.0,36.0,-51.0,27.0,38.0,-36.0,51.0,-27.0,38.0,1.5470834001209286,-1.186971965685324,-0.5862789139970385,-0.5235997040306157,0.9242771979806086,-0.1948192317621243,0.2284083079942908,-0.83693766005588,-0.3649640256407731,-0.965005597982439,1.67543696187548,0.83693766005588,0.2487916704433924,-0.18376314160904542,0.7885277966792605,1.1775394943992448,1.7366040444859316,1.300728178818509,-0.8007678020385723
profile_0195,308.5,354.5,46.0,61.0,308.5,0.7066666666666667,0.7,0.8,0.575,0.55,4,-10.0,58.0,73.103,71.613,66.243,72.327,69.904,80.683,72.312,49.717,38.704,45.22,47.294,27.34,45.93,42.367,0.0,0.0,0.0,6.936,8.317,21.104,6.06,40.92,46.406,49.75,77.233,61.876,57.477,55.61,4.116,2.467,0.0,0.0,0.0,9.338,2.653,0.5467,0.4533,0.0,0.0,1.0,30.0,70.0,72.0,72.0,-30.0,70.0,72.0,72.0,30.0,-70.0,-72.0,72.0,-0.4774999559755373,-0.4608646099224435,1.9318191293142393,1.1686907045584465,-0.0954870124292905,-0.5910617370410208,1.338320802084196,1.451166513851447,1.7311131486474505,0.6220955599253849,-1.052700198492345,-1.451166513851447,1.170242301715216,1.0078749780400547,0.2527160086926146,-1.7321051615429957,-0.38414701815658375,-1.6074885541374997,0.9704575483846992
profile_0198,331.0,340.5,9.5,28.0,331.0,0.7233333333333334,0.725,0.8250000000000001,0.8,0.775,4,-28.0,44.0,78.056,78.161,87.774,79.205,96.23,78.96,83.064,23.066,15.391,21.351,15.141,14.783,17.829,17.927,31.188,38.897,21.719,44.657,33.065,31.777,33.55,67.598,48.92,57.147,62.883,90.839,58.344,64.288,60.835,62.977,70.791,66.203,64.89,63.681,64.896,0.6196,0.3804,0.0,1.0,0.0,30.0,30.0,15.0,37.0,30.0,30.0,15.0,-37.0,-30.0,-30.0,-15.0,-37.0,-0.3232133327336389,0.3933793380338894,-1.6811041502193331,-0.6751480988296362,-1.2079570601491807,-0.5910617370410208,-0.9983370802103412,-1.4470987730978335,-0.4266133542963091,-0.8207236745362733,-0.1508366744038078,1.4470987730978335,-1.7838200161856304,0.12982583724598093,0.5952156180140723,0.6125694584103046,-1.3390319844606196,-0.5891867073796259,1.398234788838236
profile_0199,600.0,622.5,22.5,57.5,600.0,0.7175,0.7,0.8,0.775,0.875,4,12.5,61.0,81.429,80.158,82.377,90.756,71.973,85.623,82.053,50.49,49.129,49.822,55.874,46.016,44.119,49.242,10.473,26.396,29.378,31.274,33.683,27.24,26.407,86.355,73.688,70.565,85.619,77.939,68.416,77.097,13.946,5.28,9.359,10.808,4.794,17.375,10.26,0.6111,0.3889,0.0,1.0,0.0,30.0,70.0,60.0,70.0,30.0,-70.0,60.0,70.0,-30.0,70.0,-60.0,70.0,1.5213689629139455,0.0943939562491726,1.5486302966364365,-0.0184383880338807,1.295100547220572,-0.5910617370410208,1.338320802084196,0.8410054008094929,1.6078144913363783,-0.8207236745362733,2.103822135817535,-0.8410054008094929,1.116039323405109,1.1960283653530703,1.1007557765527394,-1.445551816845845,-0.11553678315902864,-0.8537821999729868,1.3580113150567514
profile_0202,337.0,366.25,29.25,50.75,337.0,0.7233333333333334,0.725,0.8250000000000001,0.8,0.75,4,2.25,57.0,56.64,57.576,57.883,48.302,45.443,65.112,55.159,29.06,28.032,40.161,37.797,37.786,38.423,35.21,36.208,46.616,48.328,39.153,44.943,35.917,41.861,0.0,12.451,32.338,30.171,15.99,11.042,16.998,45.727,40.905,63.626,64.514,49.791,55.517,53.347,0.3426,0.6574,1.0,0.0,0.0,43.0,72.0,25.0,63.0,-43.0,72.0,25.0,63.0,43.0,-72.0,-25.0,63.0,-0.2820702332024661,0.3933793380338894,0.8096232621863872,0.3225455002639154,0.6616106589356346,0.2674636910632549,1.4551536961989229,-0.9386311788962056,1.1762691907476264,0.934706394058744,-1.097793374696772,0.9386311788962056,0.9263288993197334,0.9451571822690493,-1.2712059681592094,0.17752218906530737,-0.663775156611493,-0.2813254251531912,0.28801121230773485
profile_0203,353.25,374.25,21.0,42.5,353.25,0.6783333333333333,0.6499999999999999,0.75,0.675,0.675,4,-7.5,28.0,17.261,7.613,19.363,16.711,9.365,14.999,14.219,70.077,66.825,62.666,70.771,68.052,86.719,70.852,82.961,87.814,100.0,94.12,90.954,95.346,91.866,31.166,21.576,26.903,28.103,31.389,31.739,28.479,42.299,30.939,43.14,39.736,44.69,47.858,41.444,0.3896,0.6104,1.0,0.0,0.0,43.0,72.0,28.0,27.0,-43.0,72.0,28.0,27.0,43.0,-72.0,-28.0,27.0,-0.1706410053055395,-1.9130793214482045,-0.0936075576970058,-0.0942125854333909,0.0590227164206941,0.2674636910632549,1.4551536961989229,-0.7860909006357172,-1.043106640851669,0.934706394058744,-1.097793374696772,0.7860909006357172,-0.0493247102621976,-0.8736588950901033,-0.8180787482214751,-0.27086015113847667,0.7287784427751048,1.570991193512778,-1.3408206537793008
profile_0210,669.0,706.25,37.25,37.25,669.0,0.7625,0.775,0.875,0.8250000000000001,0.8,4,-16.25,68.0,36.173,24.651,17.691,40.204,28.966,40.888,31.429,93.028,91.891,87.561,100.0,100.0,100.0,95.413,0.0,8.091,12.951,0.0,16.112,17.443,9.1,45.201,26.951,34.049,20.874,29.778,28.976,30.972,40.578,30.42,36.42,37.288,38.979,30.297,35.664,0.2452,0.7548,0.0,1.0,0.0,30.0,37.0,40.0,42.0,30.0,37.0,40.0,42.0,-30.0,-37.0,-40.0,42.0,1.9945146075224336,2.400852615731261,-0.6683908067137105,0.7266745530613034,-0.4817613345542523,-0.5910617370410208,-0.5894219508087971,-0.1759297875937634,-0.1183667110186292,-0.8207236745362733,-0.3086627911193019,0.1759297875937634,0.3571976270636069,1.6350529357501074,-0.7196860856219828,-0.4885909691152785,1.6883909492150975,-1.4948789646815543,-0.6561065254119857
profile_0212,356.75,380.25,23.5,41.5,356.75,0.6925,0.6749999999999999,0.775,0.8,0.825,4,11.5,35.0,25.771,39.208,32.258,32.054,23.278,25.652,29.704,72.977,77.099,71.947,72.051,79.967,73.123,74.527,40.123,35.003,53.678,45.015,33.263,38.526,40.935,86.762,73.2,68.767,62.951,77.924,52.551,70.359,17.582,0.859,15.484,7.857,15.334,19.851,12.828,0.58,0.42,1.0,0.0,0.0,36.0,38.0,22.0,70.0,-36.0,38.0,22.0,70.0,36.0,-38.0,-22.0,70.0,-0.1466408639123553,-1.186971965685324,-0.2030900813192353,0.0320777435657927,1.233296655680578,-0.1948192317621243,-0.5310055037514337,-1.0911714571566942,1.6078144913363783,0.7663774833715508,-0.3312093792215153,1.0911714571566942,1.116039323405109,-0.43463432469306645,0.834823261271801,-1.348816048582103,0.8723628229374342,-0.3156268987835217,-0.7247370815673382
profile_0214,263.25,248.5,-14.75,39.25,263.25,0.74,0.75,0.8500000000000001,0.675,0.675,4,-13.75,42.0,90.973,92.124,100.0,87.386,100.0,91.251,93.622,17.669,8.822,24.417,19.989,30.852,24.261,21.002,54.364,37.631,44.58,31.359,41.995,35.626,40.926,44.896,69.018,59.683,70.271,47.19,60.13,58.531,55.894,50.782,49.924,50.774,45.57,56.326,51.545,0.6043,0.3957,0.0,0.0,1.0,19.0,51.0,30.0,57.0,19.0,-51.0,30.0,-57.0,-19.0,51.0,-30.0,-57.0,-0.7877874982731329,1.2476232859902168,-0.4494257594692516,-1.9001642901217184,-0.3272516057042676,-1.317506330052331,0.2284083079942908,-0.6843973817953916,0.8063732188144105,-0.5562068148849691,1.67543696187548,0.6843973817953916,-2.325849799286703,0.004390245703970386,0.36800079307011846,0.10964140463724566,-1.218889952079895,-0.3159602824365163,1.8182935783386498
profile_0215,392.75,381.75,-11.0,46.5,392.75,0.74,0.75,0.8500000000000001,0.675,0.725,4,29.0,35.0,25.512,27.12,33.241,18.927,20.502,18.784,24.014,33.678,31.934,25.868,26.839,17.954,31.07,27.89,70.429,60.841,51.133,55.306,48.858,53.699,56.711,70.942,57.773,62.523,58.913,63.974,61.14,62.544,88.761,92.337,84.377,90.342,88.608,81.422,87.641,0.5866,0.4134,0.0,0.0,1.0,40.0,75.0,35.0,36.0,-40.0,-75.0,35.0,36.0,40.0,75.0,-35.0,36.0,0.100217733274682,1.2476232859902168,0.344322536791912,-1.7107287966229427,2.314864757630471,0.0693424384238067,1.630403037371013,-0.4301635846945775,-0.488262682951845,0.8625654323356612,2.2165550763286026,0.4301635846945775,0.1945886921332851,-0.43463432469306645,0.5263841685261001,1.469366595933204,-0.9497717995470717,0.26875760228785756,-0.9511184523058638
profile_0219,213.5,226.75,13.25,28.25,213.5,0.7066666666666667,0.7,0.8,0.6000000000000001,0.55,4,7.75,18.0,37.458,49.546,43.568,41.904,50.032,25.155,41.277,84.662,99.048,84.572,81.386,73.295,91.942,85.818,35.86,52.105,23.136,10.738,48.769,53.277,37.314,31.505,32.616,37.557,30.405,26.467,15.594,29.024,40.302,35.575,45.942,24.039,47.614,25.591,36.511,0.3846,0.6154,0.0,1.0,0.0,30.0,25.0,16.0,42.0,-30.0,25.0,16.0,42.0,30.0,-25.0,-16.0,42.0,-1.128932365219108,-0.4608646099224435,-1.653733519313776,-0.4857126053308606,1.0015320624056008,-0.5910617370410208,-1.2904193154971582,-1.396252013677671,-0.1183667110186292,0.6220955599253849,-0.0381037338927407,1.396252013677671,0.3571976270636069,-1.5008368528001559,-0.7965689202564837,-0.45668474025258793,1.3135087376076007,-0.44975825517167245,-0.26429567496681877
profile_0221,462.0,500.0,38.0,38.0,462.0,0.7233333333333334,0.725,0.8250000000000001,0.8,0.8,4,-15.5,30.0,13.684,20.698,34.287,31.179,19.869,32.211,25.321,53.2,53.745,56.752,43.794,47.651,54.809,51.659,68.708,62.821,51.421,60.47,52.507,69.22,60.858,100.0,95.971,73.462,85.673,96.04,86.643,89.632,71.022,97.601,83.641,61.441,93.419,85.928,82.176,0.667,0.333,1.0,0.0,0.0,38.0,28.0,41.0,45.0,38.0,28.0,41.0,45.0,-38.0,-28.0,-41.0,45.0,0.5750776736969692,0.3933793380338894,-0.5862789139970385,0.7645616517610585,-0.4354084158992569,-0.0627383966691588,-1.1151699743250678,-0.1250830281736005,0.0665812749479787,-1.0130995724644942,-0.105743498199381,0.1250830281736005,0.4385020945287678,-0.7482233035480927,1.5954818197475396,1.263501730839221,-0.021103192178797203,0.42237338106213557,-0.8991183729464167
profile_0222,345.0,362.0,17.0,59.0,345.0,0.7066666666666667,0.7,0.8,0.575,0.5,4,-43.0,32.0,84.395,80.037,78.906,74.124,79.3,90.371,81.189,59.634,68.293,70.686,72.776,78.246,79.381,71.503,58.13,51.179,57.022,68.823,58.466,46.19,56.635,59.292,68.63,76.71,80.618,73.897,73.31,72.076,53.559,56.268,50.386,65.618,55.893,63.718,57.574,0.558,0.442,0.0,0.0,1.0,32.0,78.0,74.0,52.0,-32.0,78.0,74.0,-52.0,32.0,-78.0,-74.0,-52.0,-0.2272127671609022,-0.4608646099224435,1.7128540820697804,-0.296277111832085,-2.135015433249089,-0.4589809019480553,1.8056523785431031,1.5528600326917723,0.4981265755367306,0.6701895344074402,-1.2330729033100525,-1.5528600326917723,-2.190342353511435,-0.6227877120060823,0.9025890862550855,0.33675197584522787,0.7542133901181459,0.2659423625514589,1.323636358234592
profile_0224,231.75,248.75,17.0,48.0,231.75,0.7091666666666667,0.7,0.8,0.6749999999999999,0.675,4,6.5,40.0,56.454,27.721,52.01,52.141,51.347,40.472,46.691,0.0,20.853,13.477,8.68,4.601,7.143,9.125,57.022,66.727,75.308,61.687,55.462,59.107,62.552,68.852,77.106,72.828,61.507,65.039,73.031,69.727,54.431,54.412,56.709,48.744,32.739,41.511,48.091,0.6929,0.3071,0.0,1.0,0.0,50.0,62.0,33.0,47.0,50.0,-62.0,33.0,47.0,-50.0,62.0,-33.0,47.0,-1.0037887708117903,-0.332728017728991,0.5085463222252562,-0.296277111832085,0.9242771979806086,0.7297466138886342,0.8709892256252885,-0.5318571035349031,0.1898799322590507,-1.301663419356826,1.923449430999828,0.5318571035349031,0.4927050728388751,-0.12104534583804015,0.809879754347261,-0.020469710465154625,-1.6829312264167622,0.4851235930813368,-0.048895193213149675
profile_0226,437.0,460.75,23.75,35.25,437.0,0.7341666666666666,0.725,0.825,0.8,0.8,4,-5.75,37.0,0.0,6.54,22.002,18.609,0.463,10.257,9.645,78.815,85.156,71.188,85.546,87.19,86.561,82.409,45.361,40.721,39.32,58.333,55.487,43.584,47.134,62.864,67.47,60.22,54.127,52.92,65.13,60.455,81.565,74.723,74.472,91.798,68.843,74.911,77.719,0.4458,0.5542,1.0,0.0,0.0,23.0,37.0,45.0,36.0,-23.0,37.0,45.0,36.0,23.0,-37.0,-45.0,36.0,0.4036480923170821,0.9486379042055,-0.8873558539581695,0.0447067764657111,0.1671795266156834,-1.0533446598664,-0.5894219508087971,0.0783040095070507,-0.488262682951845,0.4537666492381915,-0.3086627911193019,-0.0783040095070507,0.1945886921332851,-0.30919873315105595,0.44393640592267486,1.0956079149702576,1.1803171316284495,-0.08599964712648064,-1.5228010386225375
profile_0230,368.0,371.25,3.25,45.25,368.0,0.7233333333333334,0.725,0.8250000000000001,0.65,0.675,4,-19.25,32.0,76.517,58.688,71.275,66.576,52.55,64.703,65.052,90.109,60.907,81.841,71.883,77.302,84.656,77.783,23.455,10.412,24.79,7.147,31.89,20.112,19.634,95.692,79.539,98.186,96.202,78.865,99.237,91.287,45.208,46.541,47.754,35.64,50.319,37.882,43.891,0.6424,0.3576,1.0,0.0,0.0,52.0,30.0,67.0,32.0,-52.0,30.0,67.0,-32.0,52.0,-30.0,-67.0,-32.0,-0.0694975522914061,0.3933793380338894,0.2074693822641251,-0.9908739213275956,-0.667173009174234,0.8618274489815997,-0.9983370802103412,1.1969327167506327,-0.734859997573989,1.1511292792279928,-0.1508366744038078,-1.1969327167506327,-1.6483125704103625,-0.6227877120060823,1.6608006551274672,-0.17868241556940517,0.9995766302322763,-1.1046719201654598,0.6816124250873894
profile_0242,420.0,440.5,20.5,35.5,420.0,0.7233333333333334,0.725,0.8250000000000001,0.8,0.85,4,-7.0,22.0,23.832,22.682,28.773,26.351,27.919,19.494,24.842,91.986,78.372,84.178,100.0,93.227,100.0,91.294,54.434,38.378,47.978,46.782,57.181,31.767,46.087,14.104,24.718,5.52,15.758,9.1,19.467,14.778,100.0,78.173,86.083,90.307,94.053,76.298,87.486,0.2458,0.7542,1.0,0.0,0.0,30.0,55.0,30.0,27.0,-30.0,55.0,30.0,27.0,30.0,-55.0,-30.0,27.0,0.2870759769787589,0.3933793380338894,-0.8599852230526122,-0.1194706512332277,0.0899246621906911,-0.5910617370410208,0.4620740962237444,-0.6843973817953916,-1.043106640851669,0.6220955599253849,-0.7145013769591436,0.6843973817953916,-0.0493247102621976,-1.249965669716135,-1.358823982989082,1.4635277937210232,1.5274592316943805,-0.12478327875818275,-0.9181757853512945
profile_0243,631.0,676.5,45.5,45.5,631.0,0.7175,0.7,0.8,0.8,0.85,4,-24.5,58.0,53.619,33.907,37.072,40.611,32.86,54.598,42.111,98.843,81.326,90.388,80.413,100.0,94.0,90.828,94.03,72.883,69.057,89.783,94.815,90.441,85.168,79.759,58.229,76.096,80.027,57.414,76.076,71.267,84.727,95.645,94.588,99.294,92.084,96.835,93.862,0.4048,0.5952,0.0,0.0,1.0,33.0,45.0,62.0,42.0,33.0,45.0,62.0,42.0,-33.0,-45.0,-62.0,42.0,1.7339416438250057,0.0943939562491726,0.2348400131696825,1.1434326387586098,-0.991643439759202,-0.3929404844015725,-0.1220903743498897,0.9426989196498186,-0.1183667110186292,-0.8928646362593561,-0.4890354959370093,-0.9426989196498186,0.3571976270636069,1.0078749780400547,0.870659818688704,1.7037097479459518,1.509252341584001,1.3228796704285934,-0.23111429303431802
profile_0254,406.0,419.0,13.0,48.0,406.0,0.7233333333333334,0.725,0.825,0.8,0.85,4,13.0,37.0,56.993,49.429,71.286,38.868,80.336,76.969,62.314,63.176,65.595,75.71,48.459,66.95,81.914,66.967,11.406,23.587,13.361,22.357,28.305,6.12,17.523,3.2,0.0,4.311,6.428,0.0,21.801,5.957,21.551,14.082,24.632,24.224,25.657,30.673,23.47,0.2934,0.7066,1.0,0.0,0.0,70.0,45.0,25.0,52.0,-70.0,45.0,25.0,52.0,70.0,-45.0,-25.0,52.0,0.1910754114060221,0.3933793380338894,0.5085463222252562,-0.498341638230779,1.3260024929905687,2.0505549648182892,-0.1220903743498897,-0.9386311788962056,0.4981265755367306,1.5839750495664904,-0.4890354959370093,0.9386311788962056,0.6282125186141433,-0.30919873315105595,-1.7069674554279595,-0.9479351896012858,0.5769892408892136,-1.1828689081067427,0.572678823491241
profile_0257,446.0,482.0,36.0,36.0,446.0,0.6925,0.7,0.75,0.8,0.825,4,-8.5,47.0,46.409,44.146,53.156,45.506,44.353,47.47,46.84,65.757,77.913,82.089,78.948,70.453,75.146,75.051,46.49,32.086,49.461,47.667,50.578,47.602,45.647,71.609,55.729,67.239,45.712,73.051,59.953,62.215,20.469,21.53,22.34,30.005,20.737,21.828,22.818,0.502,0.498,0.0,1.0,0.0,27.0,27.0,35.0,55.0,27.0,27.0,35.0,55.0,-27.0,-27.0,-35.0,55.0,0.4653627416138414,-1.186971965685324,-0.8052439612414974,0.6635293885617115,-0.0027811751192997,-0.7891829896804691,-1.1735864213824314,-0.4301635846945775,0.6830745615033386,-0.7485827128131902,-0.0831969100971675,0.4301635846945775,0.7095169860793042,0.3179792245589967,0.5133993365986103,-0.972495828584136,0.8928358066667025,-0.1410820351268066,-0.04296710459451338
profile_0258,84.75,93.75,9.0,31.0,84.75,0.7066666666666667,0.7,0.8,0.675,0.575,4,-16.0,18.0,66.076,67.786,64.877,45.187,64.998,58.365,61.215,15.149,9.386,15.353,11.23,7.8,2.932,10.308,21.462,11.003,7.95,1.78,20.583,16.62,13.233,2.156,10.962,10.247,16.566,27.978,10.257,13.028,79.077,70.767,66.081,98.284,72.092,70.646,76.158,0.4617,0.5383,0.0,1.0,0.0,30.0,63.0,17.0,14.0,-30.0,63.0,17.0,-14.0,30.0,-63.0,-17.0,-14.0,-2.0117947093255264,-0.4608646099224435,-1.3526565793526448,-0.700406164629473,-0.4663103616692539,-0.5910617370410208,0.9294056726826518,-1.345405254257508,-1.8445479133736369,0.6220955599253849,-0.894874081776851,1.345405254257508,-1.1604857656193968,-1.5008368528001559,-1.4278922379225405,1.0368055262398448,-1.6367107307073647,-1.3417817827008234,0.5289541967000918
profile_0260,297.75,301.0,3.25,41.75,297.75,0.7066666666666667,0.7,0.8,0.8250000000000001,0.775,4,-21.75,25.0,82.319,72.279,80.78,80.615,89.068,77.734,80.466,53.162,61.668,52.93,40.304,64.123,54.296,54.414,58.582,47.726,62.174,66.626,64.838,58.054,59.667,21.258,21.338,19.731,8.814,27.48,26.48,20.85,40.112,33.193,40.101,41.567,40.981,51.241,41.199,0.4041,0.5959,1.0,0.0,0.0,40.0,68.0,22.0,37.0,-40.0,68.0,22.0,-37.0,40.0,-68.0,-22.0,-37.0,-0.5512146759688887,-0.4608646099224435,-0.1757194504136779,-0.9908739213275956,-0.8216827380242188,0.0693424384238067,1.221487907969469,-1.0911714571566942,-0.4266133542963091,0.8625654323356612,-1.007607022287918,1.0911714571566942,-1.7838200161856304,-1.061812282403119,-1.1191768721571056,-0.28008922560289146,0.08653625471840498,0.3782556109825203,1.2948712033938268
profile_0277,201.0,228.75,27.75,31.75,201.0,0.7091666666666667,0.7,0.8,0.675,0.675,4,-18.75,29.0,14.804,18.451,38.882,9.772,3.673,7.053,15.439,0.0,17.518,21.262,15.484,0.0,20.011,12.379,78.248,80.846,80.878,70.857,72.924,81.901,77.609,18.478,24.362,23.83,30.003,13.403,33.2,23.879,46.531,24.834,52.205,32.372,40.673,51.606,41.37,0.5126,0.4874,0.0,0.0,1.0,8.0,43.0,58.0,18.0,-8.0,43.0,58.0,18.0,8.0,-43.0,-58.0,18.0,-1.2146471559090517,-0.332728017728991,-1.2705446866359726,0.2467713028644051,-0.6362710634042371,-2.0439509230636412,-0.2389232684646166,0.7393118819691673,-1.5979505987514928,0.0930618406227769,-0.4439423197325824,-0.7393118819691673,-0.2932381126576803,-0.8109410993190981,-0.9996295897608511,-0.273647708323647,-1.5557955602811921,1.0428744445412605,-1.292281941599863
profile_0285,389.75,420.5,30.75,30.75,389.75,0.7066666666666667,0.7,0.8,0.8250000000000001,0.8,4,-13.25,51.0,30.715,46.255,42.108,17.635,56.636,56.929,41.713,73.646,71.473,59.636,64.682,69.897,72.642,68.663,92.68,73.193,62.809,64.024,72.675,86.282,75.277,54.52,48.492,60.198,40.07,34.812,39.016,46.185,17.368,1.697,39.607,5.96,2.333,4.473,11.906,0.4468,0.5532,0.0,0.0,1.0,30.0,35.0,23.0,35.0,30.0,35.0,23.0,35.0,-30.0,-35.0,-23.0,35.0,0.0796461835090955,-0.4608646099224435,-1.380027210258202,0.3983196976634256,-0.2963496599342707,-0.5910617370410208,-0.706254844923524,-1.0403246977365312,-0.549912011607381,-0.8207236745362733,-0.263569614914875,1.0403246977365312,0.1674872029782314,0.5688504076430178,-0.1192658785918678,-1.3835475043216554,0.643252943951883,0.9564910357875553,-0.24694905323711808
