profile_id,mean_baseline_score,mean_post_score,mean_signed_delta_score,mean_abs_delta_score,mean_baseline_abs_score,mean_exposure_quality_score,mean_attack_realism_score,mean_attack_coherence_score,mean_post_plausibility_score,mean_post_consistency_score,n_attacked_opinion_leaves,profile_cont_age_years,profile_cont_big_five_agreeableness_altruism_pct,profile_cont_big_five_agreeableness_compliance_pct,profile_cont_big_five_agreeableness_modesty_pct,profile_cont_big_five_agreeableness_straightforwardness_pct,profile_cont_big_five_agreeableness_tender_mindedness_pct,profile_cont_big_five_agreeableness_trust_pct,profile_cont_big_five_agreeableness_mean_pct,profile_cont_big_five_conscientiousness_achievement_striving_pct,profile_cont_big_five_conscientiousness_competence_pct,profile_cont_big_five_conscientiousness_deliberation_pct,profile_cont_big_five_conscientiousness_dutifulness_pct,profile_cont_big_five_conscientiousness_order_pct,profile_cont_big_five_conscientiousness_self_discipline_pct,profile_cont_big_five_conscientiousness_mean_pct,profile_cont_big_five_extraversion_activity_level_pct,profile_cont_big_five_extraversion_assertiveness_pct,profile_cont_big_five_extraversion_excitement_seeking_pct,profile_cont_big_five_extraversion_gregariousness_pct,profile_cont_big_five_extraversion_positive_emotions_pct,profile_cont_big_five_extraversion_warmth_pct,profile_cont_big_five_extraversion_mean_pct,profile_cont_big_five_neuroticism_anger_hostility_pct,profile_cont_big_five_neuroticism_anxiety_pct,profile_cont_big_five_neuroticism_depression_pct,profile_cont_big_five_neuroticism_impulsiveness_pct,profile_cont_big_five_neuroticism_self_consciousness_pct,profile_cont_big_five_neuroticism_stress_vulnerability_pct,profile_cont_big_five_neuroticism_mean_pct,profile_cont_big_five_openness_to_experience_actions_pct,profile_cont_big_five_openness_to_experience_aesthetics_pct,profile_cont_big_five_openness_to_experience_fantasy_pct,profile_cont_big_five_openness_to_experience_feelings_pct,profile_cont_big_five_openness_to_experience_ideas_pct,profile_cont_big_five_openness_to_experience_values_pct,profile_cont_big_five_openness_to_experience_mean_pct,profile_cont_heuristic_shift_sensitivity_proxy,profile_cont_resilience_index,profile_cat__profile_cat_sex_Female,profile_cat__profile_cat_sex_Male,profile_cat__profile_cat_sex_Other,abs_delta_indicator__alliance_commitment_support,abs_delta_indicator__conscription_support,abs_delta_indicator__defense_spending_increase_support,abs_delta_indicator__strategic_autonomy_support,signed_delta_indicator__alliance_commitment_support,signed_delta_indicator__conscription_support,signed_delta_indicator__defense_spending_increase_support,signed_delta_indicator__strategic_autonomy_support,mean_baseline_abs_score_z,mean_exposure_quality_score_z,mean_abs_delta_score_z,mean_signed_delta_score_z,abs_delta_indicator__alliance_commitment_support_z,abs_delta_indicator__conscription_support_z,abs_delta_indicator__defense_spending_increase_support_z,abs_delta_indicator__strategic_autonomy_support_z,profile_cont_age_years_z,profile_cont_big_five_neuroticism_mean_pct_z,profile_cont_big_five_openness_to_experience_mean_pct_z,profile_cont_big_five_conscientiousness_mean_pct_z,profile_cont_big_five_extraversion_mean_pct_z,profile_cont_big_five_agreeableness_mean_pct_z,profile_cont_resilience_index_z
profile_0132,101.5,109.0,7.5,35.5,262.0,0.6891666666666667,0.65,0.75,0.8,0.775,4,22.0,22.339,20.387,21.144,16.286,19.624,22.178,20.326,65.352,48.457,53.043,69.992,70.415,69.594,62.809,21.353,16.78,28.888,27.417,20.865,24.827,23.355,51.163,28.074,54.597,55.682,38.548,42.446,45.085,87.017,89.812,88.162,77.129,99.606,80.585,87.052,0.4538,0.5462,1.0,0.0,0.0,28.0,71.0,15.0,28.0,-28.0,71.0,15.0,-28.0,-0.8061963127194528,-0.4875112538313481,-0.7216427633207635,-0.7428374219040843,-0.818187806994156,1.1994713237977257,-1.3121135042535783,-0.9515014194229654,-1.2501750371862388,-0.23824127456841412,1.3273994931244064,0.58103737308243,-1.0451815508049758,-1.1378977398874834,0.3690959036171068
profile_0135,296.0,309.0,13.0,31.5,404.5,0.7233333333333334,0.725,0.8250000000000001,0.8,0.825,4,36.0,40.853,36.324,34.766,36.18,52.179,45.277,40.93,100.0,100.0,96.168,100.0,95.712,91.549,97.238,64.136,78.691,84.131,71.245,84.953,92.464,79.27,21.305,5.513,4.271,13.606,6.112,21.829,12.106,74.112,76.309,76.122,66.739,73.948,78.796,74.338,0.197,0.803,1.0,0.0,0.0,37.0,37.0,16.0,36.0,-37.0,37.0,16.0,36.0,0.3109076795259969,0.6980143337775054,-1.191385815116215,-0.4619432438035368,-0.2374551364147077,-0.3268020672622547,-1.2520900136655833,-0.4973241309155833,-0.3972291053827621,-1.4741096420231967,0.8621445030025134,1.849621771120564,1.0471842946133776,-0.31801123125466313,2.1567954141578993
profile_0136,-51.75,-27.75,24.0,42.5,289.75,0.6066666666666667,0.55,0.65,0.7000000000000001,0.7,4,55.0,52.594,52.13,32.651,33.725,23.47,47.868,40.406,33.063,47.681,36.8,32.56,33.19,17.33,33.437,57.79,46.111,47.276,55.237,61.772,53.634,53.637,81.661,74.066,68.365,62.853,67.981,77.116,72.007,5.284,1.419,7.635,0.0,0.0,13.754,4.682,0.6483,0.3517,0.0,0.0,1.0,37.0,38.0,23.0,72.0,-37.0,38.0,23.0,72.0,-0.5886550089663916,-3.350121819033214,0.1004075773212774,0.0998451123975581,-0.2374551364147077,-0.2819116734075493,-0.8319255795496157,1.5464736673676365,0.7603403734933847,0.7706446282369367,-1.6868409926660834,-0.5012148253310027,0.08798526545110194,-0.33886254801469023,-0.9849054780035479
profile_0138,144.0,182.75,38.75,38.75,337.5,0.7066666666666667,0.7,0.8,0.8,0.75,4,30.0,34.275,6.15,23.96,23.073,29.672,44.132,26.877,75.716,70.277,84.5,82.558,91.847,76.645,80.257,44.015,49.894,28.238,42.213,46.402,43.233,42.333,72.525,59.261,67.742,63.456,72.374,74.09,68.241,32.492,51.878,41.67,47.826,53.895,51.484,46.541,0.5349,0.4651,0.0,0.0,1.0,23.0,67.0,27.0,38.0,23.0,67.0,27.0,38.0,-0.2143271799858987,0.1197091690902581,-0.3399765337369587,0.853152226394481,-1.140817068427183,1.0199097483789046,-0.5918316171976342,-0.3837798087887377,-0.7627773618699664,0.6295160230083149,-0.15505645345637006,1.2239332044155902,-0.33501578107682567,-0.8772164877979084,-0.19547742311520733
profile_0142,360.0,357.5,-2.5,54.0,360.0,0.6566666666666667,0.625,0.7250000000000001,0.6000000000000001,0.625,4,49.0,88.948,77.793,96.586,81.766,92.102,75.152,85.391,85.381,100.0,99.443,97.449,94.246,97.092,95.602,84.049,89.357,73.451,75.172,87.358,93.548,83.822,97.44,96.094,100.0,98.152,91.162,93.919,96.128,52.55,72.741,48.935,53.539,49.14,69.574,57.746,0.5633,0.4367,0.0,0.0,1.0,43.0,70.0,33.0,70.0,-43.0,-70.0,33.0,70.0,-0.0379423391050382,-1.615206324971476,1.450918851233202,-1.2535541093596252,0.1496999773049245,1.1545809299430203,-0.231690673669662,1.4329293452407907,0.3947921170061804,1.6745647256133522,0.25497832429381145,1.7893410753353138,1.217522295656825,1.45120707879794,-0.39318250917189956
profile_0151,198.0,189.5,-8.5,50.0,391.5,0.74,0.75,0.8500000000000001,0.775,0.775,4,35.0,34.692,34.071,25.796,17.846,29.698,44.189,31.048,83.502,88.894,92.753,90.562,88.323,86.36,88.399,35.988,19.651,15.33,33.844,32.405,39.524,29.457,100.0,89.437,88.227,99.834,96.835,100.0,95.722,83.053,91.526,81.904,85.263,100.0,87.942,88.281,0.584,0.416,1.0,0.0,0.0,67.0,67.0,16.0,50.0,-67.0,67.0,16.0,-50.0,0.2089964381281664,1.2763194984647488,0.98117579943775,-1.5599841218329498,1.6983204321834535,1.0199097483789046,-1.2520900136655833,0.2974861239723353,-0.45815381479729617,1.6593501176147274,1.3723734102912937,1.5239365204813047,-0.816841813905346,-0.7112415980916623,-0.5372844556991363
profile_0152,379.75,400.5,20.75,47.75,379.75,0.7233333333333334,0.725,0.8250000000000001,0.775,0.825,4,63.0,36.883,47.616,29.32,27.024,25.409,43.354,34.935,25.146,16.387,11.022,3.848,38.318,3.029,16.292,73.409,72.319,64.801,64.404,71.622,71.384,69.656,16.889,25.862,29.347,27.196,26.641,23.553,24.915,90.933,78.608,90.807,85.08,83.982,76.174,84.264,0.3796,0.6204,0.0,0.0,1.0,67.0,11.0,43.0,70.0,67.0,-11.0,-43.0,70.0,0.1168843545570504,0.6980143337775054,0.7169453328028081,-0.0661378110254926,1.6983204321834535,-1.4939523074845926,0.3685442322102915,1.4329293452407907,1.247738048809657,-0.9941000019877709,1.2253756680135175,-1.1329462001709285,0.6874238504060625,-0.5565678037286369,0.8856352481736749
profile_0154,442.5,455.25,12.75,41.25,442.5,0.6925,0.7,0.75,0.775,0.725,4,45.0,86.43,90.95,77.947,91.293,89.528,87.571,87.287,0.076,0.0,18.373,15.286,6.613,19.087,9.906,82.485,91.555,99.952,93.974,87.099,77.816,88.814,39.109,41.596,29.542,33.764,36.949,35.722,36.114,96.081,84.677,91.821,88.446,91.775,83.405,89.367,0.4859,0.5141,0.0,0.0,1.0,43.0,14.0,65.0,43.0,43.0,-14.0,65.0,-43.0,0.6088020774581169,-0.3718502208939002,-0.0463871263648012,-0.4747111609899253,0.1496999773049245,-1.359281125920477,1.6890610251461895,-0.0999190034716239,0.15109327934804423,-0.5744241522917186,1.4121143981214317,-1.3682472535233792,1.4043253055884786,1.5266538279907098,0.14563346479950764
profile_0159,129.0,133.75,4.75,23.75,129.0,0.69,0.6749999999999999,0.775,0.575,0.6,4,18.0,52.763,64.751,69.788,68.476,57.679,69.679,63.856,22.047,43.474,25.161,28.103,28.853,7.567,25.868,47.293,37.799,37.981,52.902,46.715,41.204,43.982,81.356,91.506,88.87,77.263,82.132,76.872,83.0,55.562,43.815,27.484,37.557,35.643,55.27,42.555,0.7713,0.2287,0.0,1.0,0.0,18.0,20.0,27.0,30.0,-18.0,-20.0,27.0,30.0,-1.8488267054818728,-0.458595995596989,-2.101512977969904,-0.883284510954358,-1.4634463298602098,-1.089938762792245,-0.5918316171976342,-0.8379570972961199,-1.493873874844375,1.182600750721864,-0.30091978447932605,-0.7801051593154529,-0.2733094182207966,0.5942736695857583,-1.8411634211364045
profile_0162,-37.25,-11.75,25.5,32.5,187.75,0.7116666666666667,0.7,0.8,0.65,0.6,4,45.0,40.471,15.774,10.805,30.701,13.561,23.748,22.51,30.958,42.549,40.185,21.136,40.041,22.427,32.883,30.59,26.27,27.05,24.2,31.951,26.638,27.783,84.088,75.286,80.671,95.299,90.256,84.2,84.967,76.621,57.318,49.269,72.71,81.847,55.006,65.462,0.6722,0.3278,0.0,0.0,1.0,28.0,30.0,58.0,14.0,28.0,30.0,58.0,-14.0,-1.3882662876262923,0.293200718496432,-1.0739500521673524,0.1764526155158892,-0.818187806994156,-0.6410348242451919,1.268896591030222,-1.746311674310884,0.15109327934804423,1.2563129032669247,0.537336945009599,-0.5216277259819981,-0.8794836886300232,-1.0509907249945463,-1.1512840539456235
profile_0166,126.5,183.0,56.5,56.5,468.0,0.7066666666666667,0.7,0.8,0.8250000000000001,0.775,4,62.0,8.88,22.724,19.076,12.714,22.721,19.285,17.567,45.767,64.613,53.612,67.843,61.797,59.095,58.788,22.417,40.395,24.937,50.618,12.97,41.97,32.218,69.253,68.439,63.416,67.99,72.31,72.767,69.029,54.634,44.25,64.58,72.175,54.519,68.506,59.777,0.4989,0.5011,1.0,0.0,0.0,30.0,62.0,72.0,62.0,30.0,62.0,72.0,62.0,0.8087048971230921,0.1197091690902581,1.7445082586053593,1.759674346628066,-0.6891361024209454,0.795457779105378,2.109225459262157,0.9787520567334086,1.186813339395123,0.659045853311064,0.3293005584402298,0.4328780346029116,-0.7135238831318491,-1.2476854935915191,0.05513465780172602
profile_0169,211.25,241.0,29.75,29.75,367.25,0.7233333333333334,0.725,0.8250000000000001,0.8250000000000001,0.85,4,60.0,51.771,60.422,61.238,47.927,49.431,68.902,56.615,30.098,36.686,34.614,6.727,45.069,19.951,28.857,19.353,33.448,20.098,30.972,25.155,26.549,25.929,73.925,67.755,79.369,65.791,72.462,82.315,73.603,3.826,7.385,10.955,2.543,17.545,12.292,9.091,0.65,0.35,0.0,1.0,0.0,30.0,32.0,38.0,19.0,30.0,32.0,38.0,19.0,0.0188927762899056,0.6980143337775054,-1.3968984002767255,0.3935072076844941,-0.6891361024209454,-0.5512540365357812,0.0684267792703147,-1.4624508689937703,1.0649639205660548,0.8304537769211848,-1.5254984371015543,-0.6699712964168505,-0.9488612488089668,0.30613553092286505,-0.9967399373801811
profile_0171,411.5,453.0,41.5,41.5,411.5,0.7566666666666666,0.775,0.875,0.8250000000000001,0.7625,4,44.0,12.466,15.457,21.814,15.52,18.764,26.971,18.498,69.742,64.96,86.182,70.057,77.48,72.692,73.519,37.98,57.52,54.499,63.1,74.502,49.035,56.106,95.867,64.545,100.0,94.347,86.888,97.755,89.9,73.865,64.477,83.101,87.066,74.802,67.128,75.073,0.5857,0.4143,0.0,1.0,0.0,30.0,35.0,70.0,31.0,30.0,35.0,70.0,31.0,0.365782963355598,1.8546246631519925,-0.0170281856275855,0.9935993154447548,-0.6891361024209454,-0.4165828549716653,1.9891784780861663,-0.7811849362326971,0.09016856993351019,1.441174137890608,0.8890410279151759,0.9756622214076333,0.18037641759878892,-1.2106385930121581,-0.5491189150757692
profile_0184,58.5,81.75,23.25,36.75,252.0,0.7066666666666667,0.7,0.8,0.8,0.7,4,39.0,100.0,87.687,88.446,98.473,89.142,100.0,93.958,24.338,7.857,18.243,26.596,16.508,3.487,16.171,55.457,78.764,70.34,67.775,82.247,82.751,72.889,68.172,61.221,62.052,63.185,62.453,37.734,59.136,33.996,27.25,24.104,22.329,29.853,18.658,26.032,0.6522,0.3478,0.0,1.0,0.0,27.0,62.0,25.0,33.0,-27.0,62.0,25.0,33.0,-0.8845895753331686,0.1197091690902581,-0.5748480596346847,0.0615413608383925,-0.8827136592807615,0.795457779105378,-0.711878598373625,-0.6676406141058516,-0.21445497713916,0.28831157515738576,-0.9055609832982681,-1.1374046134900089,0.8084042452596352,1.7921101907886878,-1.0120551201028825
profile_0201,344.0,348.5,4.5,44.0,344.0,0.7066666666666667,0.7,0.8,0.775,0.75,4,32.0,19.868,0.0,15.49,5.717,21.686,16.862,13.271,39.117,45.806,22.275,35.721,32.136,28.674,33.955,40.857,32.427,43.713,51.87,59.318,44.897,45.514,35.321,38.477,33.287,31.812,36.363,25.973,33.539,25.281,31.213,23.716,15.188,20.045,25.81,23.542,0.5125,0.4875,0.0,1.0,0.0,37.0,47.0,60.0,32.0,37.0,-47.0,60.0,-32.0,-0.1633715592869834,0.1197091690902581,0.276561221744572,-0.8960524281407466,-0.2374551364147077,0.1221018712847983,1.388943572206213,-0.7244127751692744,-0.6409279430408983,-0.6709207424307787,-0.9966798227983084,-0.4821283947584112,-0.21598125091004053,-1.418634456952352,-0.03954101721133775
profile_0213,369.75,411.5,41.75,41.75,478.25,0.7333333333333333,0.725,0.8250000000000001,0.8,0.8,4,66.0,62.273,65.155,44.714,43.02,47.206,67.575,54.991,47.095,33.573,43.128,33.677,36.187,38.255,38.653,55.206,59.812,66.971,45.458,62.976,63.552,58.996,18.067,7.596,6.311,15.298,16.526,22.061,14.31,25.207,16.763,11.922,24.701,20.163,11.258,18.336,0.3344,0.6656,0.0,1.0,0.0,37.0,28.0,60.0,42.0,37.0,28.0,60.0,42.0,0.8890579913021508,1.0449974325898492,0.0123307551096302,1.0063672326311432,-0.2374551364147077,-0.7308156119546024,1.388943572206213,-0.1566911645350467,1.4305121770532592,-1.3915160557449489,-1.1871877257851398,-0.30902404952668344,0.28852158961450997,0.24151236600247572,1.2002926386582693
profile_0215,159.0,195.0,36.0,54.5,384.0,0.7175,0.725,0.775,0.55,0.525,4,52.0,87.768,82.715,89.17,70.278,78.727,83.188,81.974,17.92,0.0,26.861,11.21,9.126,5.065,11.697,55.366,81.627,71.922,81.621,88.756,79.49,76.464,64.541,65.335,67.818,58.756,56.217,68.228,63.482,36.719,41.946,34.734,35.539,28.525,35.73,35.532,0.6409,0.3591,1.0,0.0,0.0,37.0,70.0,63.0,48.0,-37.0,70.0,63.0,48.0,0.1502014911678796,0.4956075261369687,1.5096367327076334,0.7127051373442072,-0.2374551364147077,1.1545809299430203,1.5690140439701987,0.1839418018454898,0.5775662452497825,0.4511753346697567,-0.5579188245631748,-1.3022553671227781,0.9421824424763144,1.3152358013761603,-0.9333907724817341
profile_0221,208.75,240.0,31.25,31.25,317.25,0.6591666666666667,0.625,0.7250000000000001,0.75,0.8,4,40.0,58.075,38.448,30.219,47.396,39.083,49.541,43.794,41.803,45.476,37.616,42.238,60.283,48.711,46.021,77.433,56.874,78.022,75.473,77.951,81.877,74.605,85.322,85.764,69.004,62.569,87.348,89.439,79.908,87.709,92.551,100.0,81.412,95.21,100.0,92.814,0.6017,0.3983,0.0,0.0,1.0,36.0,37.0,25.0,27.0,36.0,37.0,25.0,27.0,-0.3730735367786731,-1.528460550268391,-1.2207447558534312,0.4701147108028253,-0.3019809887013131,-0.3268020672622547,-0.711878598373625,-1.008273580486388,-0.15353026772462597,1.0667298937471168,1.5382536108751015,-0.037539840146655706,0.8726177799236414,-0.20404525568077475,-0.6605020621499619
profile_0222,112.0,140.5,28.5,48.5,283.0,0.69,0.6749999999999999,0.775,0.625,0.6,4,56.0,44.0,37.687,55.497,56.096,42.703,59.694,49.28,42.352,35.816,42.725,50.116,33.179,39.871,40.677,18.962,5.901,10.604,19.295,3.884,3.55,10.366,46.545,56.194,38.129,28.301,42.011,36.713,41.315,46.611,29.634,32.18,33.58,41.204,40.345,37.259,0.457,0.543,1.0,0.0,0.0,40.0,55.0,27.0,72.0,-40.0,55.0,27.0,72.0,-0.6415704612306496,-0.458595995596989,0.8050221550144554,0.3296676217525515,-0.0438775795548916,0.4812250221224408,-0.5918316171976342,1.5464736673676365,0.8212650829079187,-0.37951977741278586,-0.49472113949627916,-0.23444695400752272,-1.5312360972797856,0.014256888871722637,0.34681927420226843
profile_0225,463.5,460.25,-3.25,43.75,463.5,0.7066666666666667,0.7,0.8,0.775,0.825,4,30.0,52.609,40.9,37.469,36.796,33.914,35.292,39.497,78.295,94.174,80.172,79.731,94.248,85.57,85.365,19.762,23.451,39.963,16.536,29.774,18.723,24.701,80.914,72.442,63.519,93.297,82.629,72.266,77.511,17.888,5.441,11.368,8.383,10.312,16.377,11.628,0.5988,0.4012,0.0,1.0,0.0,67.0,27.0,32.0,49.0,-67.0,-27.0,32.0,49.0,0.77342792894692,0.1197091690902581,0.2472022810073562,-1.2918578609187907,1.6983204321834535,-0.7757060058093077,-0.2917141642576574,0.2407139629089126,-0.7627773618699664,0.9769037475089314,-1.4326596837635615,1.4121445699846968,-0.9948135917969617,-0.37503401163084404,-0.6403138667427644
profile_0241,485.5,522.5,37.0,37.0,485.5,0.7091666666666667,0.7,0.8,0.8,0.8,4,43.0,46.618,49.624,37.628,42.457,36.208,29.009,40.257,76.123,68.039,72.418,72.015,81.782,72.292,73.778,81.535,92.071,81.142,77.544,81.514,100.0,85.634,25.214,16.62,19.538,17.011,20.224,7.172,17.63,55.396,52.735,52.88,60.035,48.507,58.895,54.742,0.2826,0.7174,0.0,0.0,1.0,36.0,12.0,62.0,38.0,36.0,12.0,62.0,38.0,0.9458931066970948,0.206454943793347,-0.545489118897469,0.7637768060897613,-0.3019809887013131,-1.4490619136298877,1.5089905533822034,-0.3837798087887377,0.02924386051897615,-1.2671010346724518,0.14505021431063014,0.9852054366939291,1.2853281958964398,-0.3447916438109575,1.5608955773109685
profile_0245,470.75,505.0,34.25,34.25,470.75,0.7116666666666667,0.7,0.8,0.8,0.8,4,58.0,71.359,52.963,61.003,78.129,69.708,71.717,67.48,75.649,61.567,73.75,73.708,56.774,68.407,68.309,42.496,41.453,53.201,46.421,46.696,60.414,48.447,21.414,19.725,18.436,9.431,40.013,16.687,20.951,97.77,100.0,84.125,100.0,100.0,80.668,93.761,0.2347,0.7653,0.0,0.0,1.0,57.0,22.0,25.0,33.0,57.0,22.0,25.0,33.0,0.8302630443418639,0.293200718496432,-0.8684374670068422,0.6233297170394876,1.0530619093173996,-1.0001579750828342,-0.711878598373625,-0.6676406141058516,0.9431145017369867,-1.1426485391960173,1.5729080450142736,0.7836925239497144,-0.10622699848024475,0.7384820129795335,1.8943488738643324
profile_0249,318.25,381.75,63.5,63.5,543.25,0.74,0.75,0.8500000000000001,0.8,0.9,4,68.0,70.709,71.757,70.526,66.817,59.6,68.868,68.046,75.836,92.076,85.424,61.18,74.733,95.02,80.711,0.0,20.067,5.099,26.575,30.348,21.771,17.31,66.243,69.606,81.793,76.862,74.905,57.231,71.107,68.238,66.406,68.616,78.507,68.916,61.958,68.774,0.4294,0.5706,0.0,1.0,0.0,60.0,70.0,60.0,64.0,60.0,70.0,60.0,64.0,1.3986141982913034,1.2763194984647488,2.5665585992474003,2.1171760278469445,1.2466394661772158,1.1545809299430203,1.388943572206213,1.092296378860254,1.5523615958823271,0.7369176646931873,0.6585359797180863,1.2406614659599076,-1.271388320644088,0.7610046184875018,0.5389552029052505
