profile_id,component_type,component_name,component_key,ontology_group,contribution,susceptibility_index_pct
profile_0071,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,2.0
profile_0071,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,2.0
profile_0071,group,Demographics: Age,demographics__age,Demographics: Age,-1.3746526898603084,2.0
profile_0071,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.4677246936547175,2.0
profile_0071,group,Personality: Openness,personality__openness,Personality: Openness,0.02283339620115525,2.0
profile_0071,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.018107183189336816,2.0
profile_0071,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.6040726549220007,2.0
profile_0071,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.34530068858297486,2.0
profile_0071,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.4332904211171867,2.0
profile_0071,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,2.0
profile_0079,term,Age Years,profile_cont_age_years_z,Demographics: Age,-2.1718095332071368,12.0
profile_0079,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.7389996784720073,12.0
profile_0079,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.01339100764350996,12.0
profile_0079,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.04314402960926863,12.0
profile_0079,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.4715989169676184,12.0
profile_0079,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.0985439714024011,12.0
profile_0079,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.18424386232835707,12.0
profile_0079,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,12.0
profile_0079,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,12.0
profile_0079,group,Demographics: Age,demographics__age,Demographics: Age,-2.1718095332071368,12.0
profile_0079,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.7389996784720073,12.0
profile_0079,group,Personality: Openness,personality__openness,Personality: Openness,-0.01339100764350996,12.0
profile_0079,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.04314402960926863,12.0
profile_0079,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.4715989169676184,12.0
profile_0079,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.0985439714024011,12.0
profile_0079,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.18424386232835707,12.0
profile_0079,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,12.0
profile_0083,term,Age Years,profile_cont_age_years_z,Demographics: Age,0.7510988923979002,80.0
profile_0083,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.32370702867602835,80.0
profile_0083,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.04760566369844837,80.0
profile_0083,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.03011881945623489,80.0
profile_0083,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.001538046214812112,80.0
profile_0083,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.3743144876463405,80.0
profile_0083,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.1612478735205242,80.0
profile_0083,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,80.0
profile_0083,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,80.0
profile_0083,group,Demographics: Age,demographics__age,Demographics: Age,0.7510988923979002,80.0
profile_0083,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.32370702867602835,80.0
profile_0083,group,Personality: Openness,personality__openness,Personality: Openness,-0.04760566369844837,80.0
profile_0083,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.03011881945623489,80.0
profile_0083,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.001538046214812112,80.0
profile_0083,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.3743144876463405,80.0
profile_0083,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.1612478735205242,80.0
profile_0083,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,80.0
profile_0085,term,Age Years,profile_cont_age_years_z,Demographics: Age,1.3711097705565443,94.0
profile_0085,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.46643425939475197,94.0
profile_0085,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.045147775800357795,94.0
profile_0085,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.00791251561367024,94.0
profile_0085,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.20694447849488778,94.0
profile_0085,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.21783650485633718,94.0
profile_0085,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.09400760224642046,94.0
profile_0085,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,94.0
profile_0085,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,94.0
profile_0085,group,Demographics: Age,demographics__age,Demographics: Age,1.3711097705565443,94.0
profile_0085,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.46643425939475197,94.0
profile_0085,group,Personality: Openness,personality__openness,Personality: Openness,-0.045147775800357795,94.0
profile_0085,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.00791251561367024,94.0
profile_0085,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.20694447849488778,94.0
profile_0085,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.21783650485633718,94.0
profile_0085,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.09400760224642046,94.0
profile_0085,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,94.0
profile_0088,term,Age Years,profile_cont_age_years_z,Demographics: Age,-2.1718095332071368,6.0
profile_0088,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.1695766052708134,6.0
profile_0088,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.040127994791314084,6.0
profile_0088,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.031064900321580564,6.0
profile_0088,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.6158688795783761,6.0
profile_0088,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.007039537219261274,6.0
profile_0088,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.054546485452179806,6.0
profile_0088,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,6.0
profile_0088,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,6.0
profile_0088,group,Demographics: Age,demographics__age,Demographics: Age,-2.1718095332071368,6.0
profile_0088,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.1695766052708134,6.0
profile_0088,group,Personality: Openness,personality__openness,Personality: Openness,-0.040127994791314084,6.0
profile_0088,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.031064900321580564,6.0
profile_0088,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.6158688795783761,6.0
profile_0088,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.007039537219261274,6.0
profile_0088,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.054546485452179806,6.0
profile_0088,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,6.0
profile_0089,term,Age Years,profile_cont_age_years_z,Demographics: Age,2.2568395964974646,66.0
profile_0089,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.0468836419330547,66.0
profile_0089,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.021918762123334365,66.0
profile_0089,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.08776878066591468,66.0
profile_0089,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.008290183857488455,66.0
profile_0089,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.21076449876839867,66.0
profile_0089,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.7467257485679483,66.0
profile_0089,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,66.0
profile_0089,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,66.0
profile_0089,group,Demographics: Age,demographics__age,Demographics: Age,2.2568395964974646,66.0
profile_0089,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.0468836419330547,66.0
profile_0089,group,Personality: Openness,personality__openness,Personality: Openness,0.021918762123334365,66.0
profile_0089,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.08776878066591468,66.0
profile_0089,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.008290183857488455,66.0
profile_0089,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.21076449876839867,66.0
profile_0089,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.7467257485679483,66.0
profile_0089,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,66.0
profile_0096,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.1089337420780323,54.0
profile_0096,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.31323834579737986,54.0
profile_0096,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.02326165296000115,54.0
profile_0096,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.03786723824345597,54.0
profile_0096,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.44018679836908026,54.0
profile_0096,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.5349570803275733,54.0
profile_0096,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.0549144212731046,54.0
profile_0096,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,54.0
profile_0096,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,54.0
profile_0096,group,Demographics: Age,demographics__age,Demographics: Age,-1.1089337420780323,54.0
profile_0096,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.31323834579737986,54.0
profile_0096,group,Personality: Openness,personality__openness,Personality: Openness,0.02326165296000115,54.0
profile_0096,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.03786723824345597,54.0
profile_0096,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.44018679836908026,54.0
profile_0096,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.5349570803275733,54.0
profile_0096,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.0549144212731046,54.0
profile_0096,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,54.0
profile_0097,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.7289446202366765,14.000000000000002
profile_0097,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.46113012673623677,14.000000000000002
profile_0097,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.038509123063339604,14.000000000000002
profile_0097,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.06192979658679228,14.000000000000002
profile_0097,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.29332753775795706,14.000000000000002
profile_0097,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.37215387542920986,14.000000000000002
profile_0097,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.3722590668211979,14.000000000000002
profile_0097,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,14.000000000000002
profile_0097,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-1.4651324506655654,14.000000000000002
profile_0097,group,Demographics: Age,demographics__age,Demographics: Age,-1.7289446202366765,14.000000000000002
profile_0097,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.46113012673623677,14.000000000000002
profile_0097,group,Personality: Openness,personality__openness,Personality: Openness,0.038509123063339604,14.000000000000002
profile_0097,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.06192979658679228,14.000000000000002
profile_0097,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.29332753775795706,14.000000000000002
profile_0097,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.37215387542920986,14.000000000000002
profile_0097,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.3722590668211979,14.000000000000002
profile_0097,group,Demographics: Sex,demographics__sex,Demographics: Sex,-1.4651324506655654,14.000000000000002
profile_0100,term,Age Years,profile_cont_age_years_z,Demographics: Age,-2.1718095332071368,38.0
profile_0100,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.43258133061397086,38.0
profile_0100,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.020710466268019166,38.0
profile_0100,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.03281901171754786,38.0
profile_0100,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.19927159481002818,38.0
profile_0100,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.2792117388403728,38.0
profile_0100,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.07768045019285917,38.0
profile_0100,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,38.0
profile_0100,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,38.0
profile_0100,group,Demographics: Age,demographics__age,Demographics: Age,-2.1718095332071368,38.0
profile_0100,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.43258133061397086,38.0
profile_0100,group,Personality: Openness,personality__openness,Personality: Openness,0.020710466268019166,38.0
profile_0100,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.03281901171754786,38.0
profile_0100,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.19927159481002818,38.0
profile_0100,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.2792117388403728,38.0
profile_0100,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.07768045019285917,38.0
profile_0100,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,38.0
profile_0104,term,Age Years,profile_cont_age_years_z,Demographics: Age,-2.1718095332071368,20.0
profile_0104,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.9499436384767712,20.0
profile_0104,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.00824819458560351,20.0
profile_0104,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.050578869064740295,20.0
profile_0104,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.3250866041405062,20.0
profile_0104,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.31219390213281534,20.0
profile_0104,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.3012934453602261,20.0
profile_0104,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,20.0
profile_0104,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,20.0
profile_0104,group,Demographics: Age,demographics__age,Demographics: Age,-2.1718095332071368,20.0
profile_0104,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.9499436384767712,20.0
profile_0104,group,Personality: Openness,personality__openness,Personality: Openness,0.00824819458560351,20.0
profile_0104,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.050578869064740295,20.0
profile_0104,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.3250866041405062,20.0
profile_0104,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.31219390213281534,20.0
profile_0104,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.3012934453602261,20.0
profile_0104,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,20.0
profile_0105,term,Age Years,profile_cont_age_years_z,Demographics: Age,1.2825367879624523,98.0
profile_0105,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.9758403682697796,98.0
profile_0105,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.011984734806533972,98.0
profile_0105,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.028810601998548208,98.0
profile_0105,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.13668061327697154,98.0
profile_0105,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.4008028772033185,98.0
profile_0105,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.10389587743378854,98.0
profile_0105,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,98.0
profile_0105,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,98.0
profile_0105,group,Demographics: Age,demographics__age,Demographics: Age,1.2825367879624523,98.0
profile_0105,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.9758403682697796,98.0
profile_0105,group,Personality: Openness,personality__openness,Personality: Openness,0.011984734806533972,98.0
profile_0105,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.028810601998548208,98.0
profile_0105,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.13668061327697154,98.0
profile_0105,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.4008028772033185,98.0
profile_0105,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.10389587743378854,98.0
profile_0105,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,98.0
profile_0106,term,Age Years,profile_cont_age_years_z,Demographics: Age,-2.1718095332071368,10.0
profile_0106,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.8150372117805897,10.0
profile_0106,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,-0.07110931231696595,10.0
profile_0106,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.05858264561397227,10.0
profile_0106,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.09407969552698807,10.0
profile_0106,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,0.19352734936764338,10.0
profile_0106,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.177713001506932,10.0
profile_0106,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,10.0
profile_0106,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,10.0
profile_0106,group,Demographics: Age,demographics__age,Demographics: Age,-2.1718095332071368,10.0
profile_0106,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.8150372117805897,10.0
profile_0106,group,Personality: Openness,personality__openness,Personality: Openness,-0.07110931231696595,10.0
profile_0106,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.05858264561397227,10.0
profile_0106,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.09407969552698807,10.0
profile_0106,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,0.19352734936764338,10.0
profile_0106,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.177713001506932,10.0
profile_0106,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,10.0
profile_0111,term,Age Years,profile_cont_age_years_z,Demographics: Age,-0.4889228639193882,52.0
profile_0111,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.207124984490633,52.0
profile_0111,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.065495416824329,52.0
profile_0111,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,-0.06189836793916016,52.0
profile_0111,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.5409350971876713,52.0
profile_0111,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.42815598913051117,52.0
profile_0111,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,0.17587332240230533,52.0
profile_0111,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,0.0,52.0
profile_0111,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,52.0
profile_0111,group,Demographics: Age,demographics__age,Demographics: Age,-0.4889228639193882,52.0
profile_0111,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,0.207124984490633,52.0
profile_0111,group,Personality: Openness,personality__openness,Personality: Openness,0.065495416824329,52.0
profile_0111,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,-0.06189836793916016,52.0
profile_0111,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.5409350971876713,52.0
profile_0111,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.42815598913051117,52.0
profile_0111,group,Composite: Resilience,composite__resilience,Composite: Resilience,0.17587332240230533,52.0
profile_0111,group,Demographics: Sex,demographics__sex,Demographics: Sex,0.0,52.0
profile_0132,term,Age Years,profile_cont_age_years_z,Demographics: Age,-1.8175176028307687,26.0
profile_0132,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-0.22184674426677994,26.0
profile_0132,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.05548032662103279,26.0
profile_0132,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.030975250104209966,26.0
profile_0132,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,-0.3727118595687912,26.0
profile_0132,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.3413495137549624,26.0
profile_0132,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.12192473265913002,26.0
profile_0132,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,26.0
profile_0132,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,26.0
profile_0132,group,Demographics: Age,demographics__age,Demographics: Age,-1.8175176028307687,26.0
profile_0132,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-0.22184674426677994,26.0
profile_0132,group,Personality: Openness,personality__openness,Personality: Openness,0.05548032662103279,26.0
profile_0132,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.030975250104209966,26.0
profile_0132,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,-0.3727118595687912,26.0
profile_0132,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.3413495137549624,26.0
profile_0132,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.12192473265913002,26.0
profile_0132,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,26.0
profile_0135,term,Age Years,profile_cont_age_years_z,Demographics: Age,-0.5774958465134803,36.0
profile_0135,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,-1.3726690531165906,36.0
profile_0135,term,Big Five Openness To Experience Mean %,profile_cont_big_five_openness_to_experience_mean_pct_z,Personality: Openness,0.036034410792580074,36.0
profile_0135,term,Big Five Conscientiousness Mean %,profile_cont_big_five_conscientiousness_mean_pct_z,Personality: Conscientiousness,0.09860380693708555,36.0
profile_0135,term,Big Five Extraversion Mean %,profile_cont_big_five_extraversion_mean_pct_z,Personality: Extraversion,0.3734260382380324,36.0
profile_0135,term,Big Five Agreeableness Mean %,profile_cont_big_five_agreeableness_mean_pct_z,Personality: Agreeableness,-0.09539783352424094,36.0
profile_0135,term,Resilience Index,profile_cont_resilience_index_z,Composite: Resilience,-0.7124617252442775,36.0
profile_0135,term,Sex Female,profile_cat__profile_cat_sex_Female,Demographics: Sex,1.5214673584754999,36.0
profile_0135,term,Sex Other,profile_cat__profile_cat_sex_Other,Demographics: Sex,-0.0,36.0
profile_0135,group,Demographics: Age,demographics__age,Demographics: Age,-0.5774958465134803,36.0
profile_0135,group,Personality: Neuroticism,personality__neuroticism,Personality: Neuroticism,-1.3726690531165906,36.0
profile_0135,group,Personality: Openness,personality__openness,Personality: Openness,0.036034410792580074,36.0
profile_0135,group,Personality: Conscientiousness,personality__conscientiousness,Personality: Conscientiousness,0.09860380693708555,36.0
profile_0135,group,Personality: Extraversion,personality__extraversion,Personality: Extraversion,0.3734260382380324,36.0
profile_0135,group,Personality: Agreeableness,personality__agreeableness,Personality: Agreeableness,-0.09539783352424094,36.0
profile_0135,group,Composite: Resilience,composite__resilience,Composite: Resilience,-0.7124617252442775,36.0
profile_0135,group,Demographics: Sex,demographics__sex,Demographics: Sex,1.5214673584754999,36.0
profile_0136,term,Age Years,profile_cont_age_years_z,Demographics: Age,1.1053908227742681,62.0
profile_0136,term,Big Five Neuroticism Mean %,profile_cont_big_five_neuroticism_mean_pct_z,Personality: Neuroticism,0.7176128572631211,62.0
